,id_cmd,id_nett,id_utilisateur,type,note,avis,statut,date,heure,frais,type_nettoyage,type_canapé,type_matelas,niveau_salete,ville,nettoyage_externe,nettoyage_interne,mois
782,67459,494684,153395,auto,4,La voiture était plus propre qu'elle ne l'avait jamais été,terminée,2023-11-21,19:29,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-11
789,91778,195630,795739,auto,4,"Je suis vraiment content, ma voiture a retrouvé son éclat.",terminée,2023-09-30,1:26,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
790,87018,549823,679394,auto,4,Je suis vraiment content du résultat,terminée,2023-07-10,18:32,85,à l'eau,Aucun,Aucun,élevé,Dieppe,FALSE,TRUE,2023-07
791,51245,21533,684293,auto,4,Je suis très satisfait du service et du résultat final.,terminée,2023-11-17,15:45,65,sec,Aucun,Aucun,moyen,Châteauroux,TRUE,FALSE,2023-11
796,29472,373196,34953,auto,4,Je suis tellement contente que j'ai pu retrouver ma voiture propre pour aller à mon rendez-vous important,terminée,2023-07-28,12:58,85,à l'eau,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-07
798,72987,281218,782967,auto,4,"Je suis impressionné par le rendu, ma voiture est magnifique !",terminée,2023-04-26,21:09,55,à l'eau,Aucun,Aucun,léger,Rueil-Malmaison,TRUE,FALSE,2023-04
799,87583,79823,634549,auto,4,Je suis agréablement surpris par la propreté de ma voiture après le nettoyage. C'est vraiment professionnel.,terminée,2023-06-23,10:46,55,sec,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-06
800,48539,385598,670412,auto,4,Je reviendrai sans hésiter.,terminée,2023-05-27,4:08,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-05
802,83561,132177,554834,auto,4,"Je recommande vivement, ma voiture est impeccablement propre !",terminée,2023-05-18,6:14,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-05
803,14183,276466,498684,auto,4,Je recommande vivement ce service de nettoyage,terminée,2023-09-29,18:50,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-09
809,57741,358687,725179,auto,4,"J'utilise cette application depuis un moment pour le nettoyage de ma voiture, et je suis toujours satisfait. Les nettoyeurs sont ponctuels, efficaces et ma voiture est impeccable après chaque service.",terminée,2023-03-17,13:01,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-03
813,13651,917301,459094,auto,4,J'ai été bluffé par la qualité du nettoyage,terminée,2023-12-21,16:12,95,à l'eau,Aucun,Aucun,élevé,Pélussin,TRUE,TRUE,2023-12
817,24600,651167,413014,auto,4,"Impressionné par la qualité du nettoyage. Ma voiture brille, et le service a été rapide. Je suis un client satisfait",terminée,2023-05-25,15:11,95,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,TRUE,2023-05
819,98122,946842,25662,auto,4,"Impressionnant, ma voiture est impeccable !",terminée,2023-10-03,6:31,65,à l'eau,Aucun,Aucun,moyen,Lisieux,TRUE,FALSE,2023-10
820,64707,978670,521208,auto,4,Impeccable et frais.,terminée,2023-06-12,19:00,75,sec,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-06
827,21019,946842,473720,auto,4,"Elle est comme neuve, j'adore !",terminée,2023-06-22,12:35,85,à l'eau,Aucun,Aucun,moyen,La Grande-Motte,TRUE,TRUE,2023-06
828,57035,555353,822117,auto,4,"Elle a l'air toute neuve, je suis ravi !",terminée,2023-10-12,7:00,75,à l'eau,Aucun,Aucun,moyen,Saint-Avold,FALSE,TRUE,2023-10
829,26853,739346,73717,auto,4,Éclat impeccable.,terminée,2023-05-03,21:33,55,sec,Aucun,Aucun,léger,Rumilly,TRUE,FALSE,2023-05
835,19147,211817,584814,auto,4,Content du résultat,terminée,2023-12-09,3:16,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-12
840,33806,640435,901474,auto,4,vraiment super,terminée,2023-12-26,23:27,55,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,FALSE,2023-12
1012,55148,708501,305253,auto,4,N/A,terminée,2023-09-24,23:31,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-09
1013,35188,385598,546514,auto,4,N/A,terminée,2023-11-07,7:08,75,à l'eau,Aucun,Aucun,léger,Clermont-Ferrand,TRUE,TRUE,2023-11
1014,78617,211817,957925,auto,4,N/A,terminée,2023-07-07,10:51,75,à l'eau,Aucun,Aucun,élevé,Saint-Avold,TRUE,FALSE,2023-07
1015,67515,869397,379339,auto,4,N/A,terminée,2023-12-12,3:20,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-12
1016,88260,748834,440577,auto,4,N/A,terminée,2023-03-26,20:01,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-03
1017,59735,514459,270560,auto,4,N/A,terminée,2023-10-08,4:06,75,à l'eau,Aucun,Aucun,léger,Nevers,TRUE,TRUE,2023-10
1018,90186,869397,174276,auto,4,N/A,terminée,2023-11-25,21:12,65,sec,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-11
1019,51327,607664,642448,auto,4,N/A,terminée,2023-09-19,6:42,65,sec,Aucun,Aucun,moyen,Strasbourg,TRUE,FALSE,2023-09
1020,31879,938056,196418,auto,4,N/A,terminée,2023-02-17,21:11,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-02
1021,12771,281218,612632,auto,4,N/A,terminée,2023-07-17,16:09,65,sec,Aucun,Aucun,moyen,Lorient,TRUE,FALSE,2023-07
1022,12771,132177,612632,auto,4,N/A,terminée,2023-07-17,16:09,75,sec,Aucun,Aucun,moyen,Lorient,FALSE,TRUE,2023-07
1023,95581,28350,163302,auto,4,N/A,terminée,2023-12-07,23:15,85,sec,Aucun,Aucun,élevé,Saint-Avold,FALSE,TRUE,2023-12
1024,63078,651167,927371,auto,4,N/A,terminée,2023-05-17,10:25,85,sec,Aucun,Aucun,élevé,Blois,FALSE,TRUE,2023-05
354,10988,79823,804112,canapé,3,Le nettoyage du canapé avec cette apli n'a pa été à la hauter de mes attente. Il y avai encore de la saleté. Vraiment déçu!,terminée,2023-03-26,7:27,50,sec,grand,Aucun,léger,35000 Rennes,FALSE,FALSE,2023-03
365,84226,549823,949737,canapé,3,Bravo pour avoir redonné vie à mon meuble avec cette application de nettoyage. Il respire la fraîcheur maintenant!,terminée,2023-12-20,17:36,55,à l'eau,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-12
1,33562,21533,672053,matelas,3,"Trop ouf le nettoyage de mon matelas, il est pétant de propreté maintenant ! J'suis trop aux anges, c'est le top du top !",terminée,2023-05-13,6:00,35,sec,Aucun,petit,moyen,Besançon,FALSE,FALSE,2023-05
4,19245,748834,669305,matelas,3,"Mon matlas est tout frais et tout propr' après l'néttoyage, j'suis ravie !",terminée,2023-02-02,21:19,50,sec,Aucun,moyen,élevé,Annecy,FALSE,FALSE,2023-02
6,47718,892155,889012,matelas,3,"Mon matlas est tout éclatant après l'néttoyage, c'est trop cool !",terminée,2023-06-23,14:21,55,à l'eau,Aucun,moyen,moyen,Rixheim,FALSE,FALSE,2023-06
8,90960,739346,407246,matelas,3,"Mon matlas est tout brillant après l'néttoyag', j'suis aux anges !",terminée,2023-08-15,1:45,65,à l'eau,Aucun,grand,moyen,Toulon,FALSE,FALSE,2023-08
12,25839,607664,458900,matelas,3,Mon matelas est maintenant parfaitement propre grâce au service de nettoyage. Je suis extrêmement satisfait.,terminée,2023-10-03,8:22,60,à l'eau,Aucun,moyen,élevé,Nancy,FALSE,FALSE,2023-10
15,64050,739346,448710,matelas,3,Mon matelas est maintenant d'une propreté impeccable grâce au nettoyage professionnel.,terminée,2023-12-22,17:28,50,sec,Aucun,moyen,élevé,Saint-Avold,FALSE,FALSE,2023-12
17,77694,281218,787855,matelas,3,Mon matelas est incroyablement propre après le nettoyage. Je suis vraiment impressionné.,terminée,2023-11-10,12:23,50,sec,Aucun,grand,léger,Port-Saint-Louis-du-Rhône,FALSE,FALSE,2023-11
21,57767,358687,108558,matelas,3,"Mec, le nettoyage de mon matelas, c'est le truc de ouf ! Il est trop niquel, comme si je venais de l'acheter, j'suis trop content !",terminée,2023-08-11,5:50,50,sec,Aucun,grand,léger,Saint-Avold,FALSE,FALSE,2023-08
33,10701,984310,174965,matelas,3,"Les potes, vous pouvez pas imaginer à quel point mon matelas est propre après le nettoyage. C'est juste incroyable, j'suis trop happy !",terminée,2023-02-08,1:58,55,sec,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-02
36,47053,967042,906529,matelas,3,Le service de nettoyage a fait un travail remarquable sur mon matelas. Il est désormais frais et revitalisé.,terminée,2023-03-28,14:04,45,sec,Aucun,moyen,moyen,67000 Strasbourg,FALSE,FALSE,2023-03
40,12019,281218,958317,matelas,3,"Le servic' de néttoyage a fait un travail extraordinaire, mon matlas est éblouissant !",terminée,2023-07-15,3:52,60,sec,Aucun,grand,élevé,Port-de-Bouc,FALSE,FALSE,2023-07
42,18147,237937,442038,matelas,3,"Le servic' de néttoyage a fait du bon boulot, mon matlas est tout frais !",terminée,2023-07-29,11:48,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-07
55,95671,195630,223198,matelas,3,Le nettoyage du matelas a été extrêmement efficace. Toutes les taches ont disparu.,terminée,2023-06-10,11:19,45,sec,Aucun,moyen,moyen,Pierrelatte,FALSE,FALSE,2023-06
56,72961,468203,761207,matelas,3,"Le néttoyage de mon matlas, c'était supr, il est tout propr' !",terminée,2023-08-18,11:28,55,sec,Aucun,grand,moyen,Pélussin,FALSE,FALSE,2023-08
58,21929,21533,673280,matelas,3,"Le néttoyage a fait des miracles sur mon matlas, j'suis impressionnée !",terminée,2023-12-06,19:36,55,sec,Aucun,grand,moyen,75009 Paris,FALSE,FALSE,2023-12
59,12646,892155,186,matelas,3,Le nettoyage a été très efficace pour éliminer les taches tenaces de mon matelas. C'est impressionnant.,terminée,2023-02-20,13:33,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-02
62,76564,607664,94878,matelas,3,Le nettoyage a été très efficace pour éliminer les allergènes de mon matelas. Je me sens rassuré.,terminée,2023-01-23,13:07,65,à l'eau,Aucun,grand,moyen,Saint-Avold,FALSE,FALSE,2023-01
63,38786,892155,492279,matelas,3,Le nettoyage a été réalisé de manière professionnelle et mon matelas est maintenant impeccable.,terminée,2023-10-05,11:08,35,sec,Aucun,petit,moyen,Lisieux,FALSE,FALSE,2023-10
66,56933,418578,151131,matelas,3,Le nettoyage a été réalisé avec soin et précision. Mon matelas est redevenu comme neuf.,terminée,2023-05-28,23:29,55,à l'eau,Aucun,moyen,moyen,Saint-Avold,FALSE,FALSE,2023-05
74,73248,288977,630471,matelas,3,Je suis vraiment impressionné par la qualité du service de nettoyage de mon matelas. C'est comme si c'était neuf.,terminée,2023-03-01,12:03,55,sec,Aucun,grand,moyen,75008 Paris,FALSE,FALSE,2023-03
77,47227,84198,691825,matelas,3,Je suis ravi du résultat du nettoyage de mon matelas. Il est maintenant impeccablement propre et sent bon.,terminée,2023-01-17,17:11,35,sec,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-01
78,50188,818091,517230,matelas,3,Je suis ravi des résultats du nettoyage de mon matelas. Il a retrouvé sa fraîcheur d'origine.,terminée,2023-06-21,23:29,60,à l'eau,Aucun,grand,léger,Romans-sur-Isère,FALSE,FALSE,2023-06
81,66182,727790,259250,matelas,3,Je suis extrêmement satisfait du nettoyage effectué sur mon matelas. Il est maintenant sans taches ni odeurs.,terminée,2023-10-25,20:39,50,à l'eau,Aucun,petit,élevé,Toulon,FALSE,FALSE,2023-10
88,97872,514377,212794,matelas,3,Je suis agréablement surpris par le résultat du nettoyage de mon matelas. Il est comme neuf.,terminée,2023-11-28,0:45,45,à l'eau,Aucun,petit,moyen,Saint-Avold,FALSE,FALSE,2023-11
90,92678,219252,333331,matelas,3,Je recommande vivement ce service de nettoyage de matelas. Mon matelas est redevenu confortable et frais.,terminée,2023-01-11,21:14,60,à l'eau,Aucun,grand,léger,Orange,FALSE,FALSE,2023-01
92,42605,468203,573458,matelas,3,Je recommande vivement ce service de nettoyage de matelas. Le résultat est exceptionnel.,terminée,2023-02-18,1:28,45,sec,Aucun,moyen,moyen,Rivesaltes,FALSE,FALSE,2023-02
104,74809,852567,826656,matelas,3,"J'suis trop satisfait du résultat du néttoyage, mon matlas est niquel !",terminée,2023-12-26,15:07,60,à l'eau,Aucun,grand,léger,Port-Saint-Louis-du-Rhône,FALSE,FALSE,2023-12
106,68672,727790,729305,matelas,3,"J'suis trop contente du néttoyage, mon matlas est tout propre et tout beau !",terminée,2023-04-25,22:06,55,sec,Aucun,grand,moyen,75009 Paris,FALSE,FALSE,2023-04
107,92899,539844,637090,matelas,3,"J'suis trop content du résultat du néttoyage, mon matlas est tout impeccable !",terminée,2023-02-17,20:17,45,sec,Aucun,moyen,moyen,Charleville-Mézières,FALSE,FALSE,2023-02
112,88358,79823,574840,matelas,3,"Franchement, je recommande à fond ce service de nettoyage de matelas. Mon matelas, il est carrément stylé maintenant, j'suis trop fan !",terminée,2023-12-24,13:01,40,à l'eau,Aucun,petit,léger,Saint-Avold,FALSE,FALSE,2023-12
287,83344,202781,722395,matelas,3,N/A,terminée,2023-10-25,21:35,45,à l'eau,Aucun,petit,moyen,Pornic,FALSE,FALSE,2023-10
288,48326,539844,378176,matelas,3,N/A,terminée,2023-04-21,0:43,50,à l'eau,Aucun,moyen,léger,Saint-Étienne,FALSE,FALSE,2023-04
289,74274,67747,72897,matelas,3,N/A,terminée,2023-01-31,4:39,40,sec,Aucun,moyen,léger,Saint-Avold,FALSE,FALSE,2023-01
290,15284,539844,565720,matelas,3,N/A,terminée,2023-06-18,7:07,40,sec,Aucun,petit,élevé,Saint-Avold,FALSE,FALSE,2023-06
291,52680,549823,466128,matelas,3,N/A,terminée,2023-12-07,22:32,55,sec,Aucun,grand,moyen,Besançon,FALSE,FALSE,2023-12
292,59546,836026,30846,matelas,3,N/A,terminée,2023-08-04,8:51,45,à l'eau,Aucun,petit,moyen,Rixheim,FALSE,FALSE,2023-08
293,59215,385598,439021,matelas,3,N/A,terminée,2023-09-03,10:30,70,à l'eau,Aucun,grand,élevé,Saint-Avold,FALSE,FALSE,2023-09
294,78637,739346,153395,matelas,3,N/A,terminée,2023-08-21,22:21,35,sec,Aucun,petit,moyen,Metz,FALSE,FALSE,2023-08
295,23652,892155,808642,matelas,3,N/A,terminée,2023-12-07,8:37,60,à l'eau,Aucun,moyen,élevé,Rueil-Malmaison,FALSE,FALSE,2023-12
308,62781,398472,30846,canapé,3,"Waw, cette apli a vrément fai du bon boulot ! Mon canapé est tt propre, je suii tro content !",terminée,2023-04-04,0:45,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-04
310,15566,191748,288886,canapé,3,"Super content de cette apli de nettoyage de canapé ! Mon canapé est kom transformé, plu de saleté !",terminée,2023-08-01,1:39,60,à l'eau,moyen,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-08
315,74777,539844,1983,canapé,3,ravi,terminée,2023-10-21,14:00,45,sec,moyen,Aucun,moyen,Épernay,FALSE,FALSE,2023-10
316,67377,607664,337165,canapé,3,professionnel et efficace,terminée,2023-07-16,5:16,50,sec,moyen,Aucun,élevé,Blois,FALSE,FALSE,2023-07
318,53934,651167,619272,canapé,3,Mon espace est maintenant impeccable grâce à ce service de nettoyage. Je suis vraiment impressionné.,terminée,2023-05-21,20:01,60,sec,grand,Aucun,élevé,Roanne,FALSE,FALSE,2023-05
321,63138,945710,454127,canapé,3,mon canapé est tout frais et tout propr après le netoyage c'est génial,terminée,2023-01-28,21:20,50,à l'eau,petit,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-01
322,97828,878827,20845,canapé,3,mon canapé est tout éclatant après le netoyage je suis ravie,terminée,2023-06-06,6:20,65,à l'eau,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-06
323,75003,476819,440577,canapé,3,mon canapé est tout éblouissant après le netoyage je suis trop contente,terminée,2023-10-11,18:59,55,à l'eau,moyen,Aucun,moyen,Nevers,FALSE,FALSE,2023-10
324,63771,195630,387992,canapé,3,mon canapé est tout doux après le netoyage j'adore,terminée,2023-03-22,20:15,40,sec,petit,Aucun,élevé,Pau,FALSE,FALSE,2023-03
325,36837,288977,889012,canapé,3,mon canapé est super propr après le netoyage je suis trop contente,terminée,2023-04-22,13:11,65,à l'eau,grand,Aucun,moyen,75009 Paris,FALSE,FALSE,2023-04
330,15904,96830,469593,canapé,3,Mon canapé a été traité avec soin et expertise,terminée,2023-06-08,4:42,55,sec,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-06
331,92703,132177,336041,canapé,3,Mon canapé a été traité avec soin et attention,terminée,2023-11-17,1:47,45,à l'eau,petit,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-11
346,80086,341893,378176,canapé,3,le service de netoyage a fait un bon travail mon canapé est tout frais,terminée,2023-09-28,15:24,40,à l'eau,petit,Aucun,léger,Nevers,FALSE,FALSE,2023-09
347,65989,373196,346662,canapé,3,le servic de netoyage a fait un travail extraordinaire mon canapé est tout niquel,terminée,2023-01-24,0:09,60,sec,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-01
348,34672,727790,667956,canapé,3,le servic de netoyage a fait du bon boulot mon canapé est tout impeccable,terminée,2023-03-18,22:48,45,sec,moyen,Aucun,moyen,Annemasse,FALSE,FALSE,2023-03
359,67097,946842,115979,canapé,3,Le nettoyage a été rapide et efficace. Je suis vraiment satisfait du résultat obtenu.,terminée,2023-08-22,15:39,45,sec,moyen,Aucun,moyen,Romans-sur-Isère,FALSE,FALSE,2023-08
360,89700,954372,464684,canapé,3,Le nettoyage a été effectué de manière professionnelle. Je suis très content du résultat.,terminée,2023-12-22,23:56,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-12
362,27525,727790,151131,canapé,3,"Le nettoyage a donné une nouvelle vie à mon canapé, je suis très content du résultat.",terminée,2023-09-10,20:43,60,à l'eau,grand,Aucun,léger,Portes-lès-Valence,FALSE,FALSE,2023-09
363,21594,883566,621114,canapé,3,le netoyage a été bien fait mon canapé est tout brillant,terminée,2023-11-02,11:48,60,sec,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-11
382,25355,96830,978409,canapé,3,Je suis très content d'avoir utilisé ce service de nettoyage. C'est un excellent travail.,terminée,2023-01-29,8:35,60,à l'eau,moyen,Aucun,élevé,Rivesaltes,FALSE,FALSE,2023-01
383,19636,99081,262777,canapé,3,je suis satisfaite du résulta du netoyage mon canapé est tout étincelant,terminée,2023-09-27,12:41,50,sec,moyen,Aucun,élevé,Meaux,FALSE,FALSE,2023-09
384,34399,878827,314372,canapé,3,je suis satisfaite du netoyage mon canapé est tout éclatant,terminée,2023-04-11,22:10,70,à l'eau,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-04
386,31936,946842,775192,canapé,3,je suis ravie du résulta du netoyage mon canapé est tout propr et tout douillet,terminée,2023-12-16,22:30,40,à l'eau,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-12
387,57591,385598,321893,canapé,3,je suis ravie du résulta du netoyage mon canapé est tout éblouissant,terminée,2023-11-04,4:39,40,à l'eau,petit,Aucun,léger,Mulhouse,FALSE,FALSE,2023-11
388,98513,938056,999110,canapé,3,Je suis ravi du service de nettoyage. C'est vraiment agréable de voir tout propre et bien rangé.,terminée,2023-05-20,22:31,60,à l'eau,moyen,Aucun,élevé,Portes-lès-Valence,FALSE,FALSE,2023-05
392,64193,892155,897792,canapé,3,je suis contente du servic de netoyage mon canapé est magnifiqu,terminée,2023-11-01,18:29,50,sec,grand,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-11
393,87462,887300,565720,canapé,3,je suis contente du résulta du netoyage mon canapé est tout neuf,terminée,2023-06-20,17:19,70,à l'eau,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-06
398,70126,607664,158914,canapé,3,Je recommande vivement ce service de nettoyage. Les résultats sont vraiment satisfaisants.,terminée,2023-03-30,14:27,60,à l'eau,moyen,Aucun,élevé,Riom,FALSE,FALSE,2023-03
404,53120,341893,923771,canapé,3,"J'suis trop content d'avoir utilisé cette appli ! Mon canapé est tt propre, plu une seule tache !",terminée,2023-04-15,21:38,60,à l'eau,moyen,Aucun,élevé,Dieppe,FALSE,FALSE,2023-04
405,49620,324729,120383,canapé,3,"J'suis super satisfait de cette apli ! Mon canapé est tt propre, plu aucune tache à l'horizon !",terminée,2023-01-12,7:31,50,à l'eau,petit,Aucun,élevé,Épernay,FALSE,FALSE,2023-01
406,97083,476819,40738,canapé,3,"J'sui trop content d'avoir téléchargé cette apli ! Mon canapé é tt nikel, plu aucune saleté !",terminée,2023-09-07,2:43,60,à l'eau,moyen,Aucun,élevé,Prades,FALSE,FALSE,2023-09
407,28285,917301,622510,canapé,3,"J'sui impréssioné par cette apli de nettoyage de canapé ! Mon canapé é tt neuf, plu aucune tache !",terminée,2023-11-25,17:32,35,sec,petit,Aucun,moyen,Nancy,FALSE,FALSE,2023-11
408,60007,276466,793494,canapé,3,"J'recommande grave cette appli de nettoyage de canapé ! Mon canapé est nickel, plu aucune trace !",terminée,2023-12-19,14:26,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-12
415,58159,945710,264919,canapé,3,"J'ai testé cette apli de nettoyage de canapé et sérieux, c'est incroyable ! Mon canapé é tt propre, j'en croi pa mes yeux !",terminée,2023-03-18,6:23,60,sec,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-03
418,65620,476819,739723,canapé,3,j'ai fait netoyé mon canapé et c'est maintennt tout impeccable,terminée,2023-12-25,18:10,30,sec,petit,Aucun,léger,Saint-Étienne,FALSE,FALSE,2023-12
419,19997,99081,159481,canapé,3,j'ai fait netoyage de mon canapé c'est super propre,terminée,2023-03-20,23:09,40,sec,moyen,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-03
420,28474,852567,485218,canapé,3,j'ai fait appel au servic de netoyage et mon canapé est comme neuf,terminée,2023-08-10,7:45,65,à l'eau,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-08
424,82478,331284,970690,canapé,3,"J'ai été agréablement surpris par cette appli ! Mon canapé est tt neuf, plu de tache !",terminée,2023-08-06,20:20,60,à l'eau,grand,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-08
430,47038,288977,679394,canapé,3,"J'ai adoré cette appli de nettoyage de canapé ! Mon canapé est mtnt impec, plu aucune tache !",terminée,2023-06-16,9:49,55,à l'eau,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-06
435,97764,468203,87620,canapé,3,excellent travail,terminée,2023-07-16,23:34,45,sec,moyen,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-07
440,51389,887300,452477,canapé,3,content de l'efficacité du nettoyage,terminée,2023-03-21,15:24,40,sec,petit,Aucun,élevé,44000 Nantes,FALSE,FALSE,2023-03
445,28787,96830,34749,canapé,3,"Cette appli é vrément top pour nettoyer les canapés ! Mon canapé é super propre, j'sui ravi !",terminée,2023-01-14,21:10,35,sec,petit,Aucun,moyen,Pau,FALSE,FALSE,2023-01
448,85745,938056,262036,canapé,3,"Cette appli de nettoyage de canapé est trop bien ! Mon canapé est tt resplendissant, plu une seule salissure !",terminée,2023-12-16,21:49,70,à l'eau,grand,Aucun,élevé,Saint-Avold,FALSE,FALSE,2023-12
451,93909,281218,688661,canapé,3,Cette apli est génial pour nettoyer les canapés ! Mon canapé est tt propre et sent super bon !,terminée,2023-12-08,1:25,45,sec,moyen,Aucun,moyen,13001 Marseille,FALSE,FALSE,2023-12
453,28849,525496,807239,canapé,3,"Cette apli de nettoyage de canapé est top ! Mon canapé est comme neuf, plu de saleté du tt !",terminée,2023-12-03,8:08,50,sec,moyen,Aucun,élevé,Pontarlier,FALSE,FALSE,2023-12
454,70557,432531,340320,canapé,3,Cette apli de nettoyage de canapé a fai un super boulot ! Mon canapé est tt propre et sent bon !,terminée,2023-10-29,10:37,40,sec,petit,Aucun,élevé,Pierrelatte,FALSE,FALSE,2023-10
460,25316,917301,229294,canapé,3,c'est incroyable comment le netoyage a rendu mon canapé tout propre,terminée,2023-02-05,21:48,30,sec,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-02
461,45500,748834,740941,canapé,3,c'est impressionant comment le netoyage a rendu mon canapé tout resplandissant,terminée,2023-12-08,23:25,60,à l'eau,grand,Aucun,léger,44000 Nantes,FALSE,FALSE,2023-12
462,75148,237937,784264,canapé,3,a redonné de la fraîcheur à mon canapé,terminée,2023-10-25,9:53,40,à l'eau,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-10
463,65016,945710,302127,canapé,3,je suis impressionné.,terminée,2023-01-20,0:11,65,à l'eau,grand,Aucun,moyen,Saint-Avold,FALSE,FALSE,2023-01
650,18935,809513,311143,canapé,3,N/A,terminée,2023-06-21,9:03,40,à l'eau,petit,Aucun,léger,Saint-Avold,FALSE,FALSE,2023-06
663,84709,708501,296652,auto,3,"Très satisfait du service, ma voiture est comme neuve à l'intérieur et à l'extérieur.",terminée,2023-10-30,6:41,65,à l'eau,Aucun,Aucun,moyen,69002 Lyon,TRUE,FALSE,2023-10
664,81827,358687,558968,auto,3,"Très satisfait du nettoyage, ma voiture est propre, et le service était rapide.",terminée,2023-07-19,4:04,65,à l'eau,Aucun,Aucun,moyen,67000 Strasbourg,TRUE,FALSE,2023-07
665,42962,708501,41865,auto,3,Très propre et soignée,terminée,2023-02-03,23:57,65,sec,Aucun,Aucun,moyen,Besançon,TRUE,FALSE,2023-02
666,84534,514377,296086,auto,3,"Très professionnel, ma voiture a été nettoyée avec le plus grand soin.",terminée,2023-09-11,23:39,55,sec,Aucun,Aucun,léger,Nice,TRUE,FALSE,2023-09
667,54650,195630,767647,auto,3,"Très professionnel, chaque détail a été pris en compte, ma voiture est impeccable.",terminée,2023-02-06,13:22,65,sec,Aucun,Aucun,léger,Dieppe,FALSE,TRUE,2023-02
668,81037,358687,565837,auto,3,"Très content du service, ma voiture est impeccable et le processus était efficace.",terminée,2023-08-12,13:34,85,sec,Aucun,Aucun,élevé,Rumilly,FALSE,TRUE,2023-08
669,84376,727790,413014,auto,3,"Très content du résultat, ma voiture est impeccable à l'intérieur et à l'extérieur.",terminée,2023-06-25,16:33,65,à l'eau,Aucun,Aucun,léger,Saint-Avold,FALSE,TRUE,2023-06
674,91058,341893,691078,auto,3,"Service rapide et efficace, ma voiture est propre et sent bon.",terminée,2023-09-16,8:47,55,à l'eau,Aucun,Aucun,léger,Prades,TRUE,FALSE,2023-09
675,67872,984310,439021,auto,3,"Service rapide et efficace, ma voiture est maintenant propre et sent bon.",terminée,2023-10-05,22:52,75,à l'eau,Aucun,Aucun,léger,Saint-Avold,TRUE,TRUE,2023-10
676,85476,211817,386058,auto,3,Service impeccable !,terminée,2023-06-28,20:33,65,à l'eau,Aucun,Aucun,moyen,Saint-Avold,TRUE,FALSE,2023-06
729,82684,67747,281048,auto,3,Les nettoyeurs étaient très professionnels et sympathisantes.,terminée,2023-02-19,18:23,85,à l'eau,Aucun,Aucun,élevé,Strasbourg,FALSE,TRUE,2023-02
755,96977,607664,909167,auto,3,"Le service a dépassé mes attentes, ma voiture est dans un état exceptionnel.",terminée,2023-12-06,3:44,75,à l'eau,Aucun,Aucun,léger,Rumilly,TRUE,TRUE,2023-12
